,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3466,biochar_697,Unassigned,Unassigned,Unassigned,154_0,Clustered,13,VC_154_0,13,0.6447,1.0,0.6447,1,1,1,1.0
3467,biochar_706,Unassigned,Unassigned,Unassigned,637_0,Clustered,2,VC_637_0,2,0.5164,0.72985431,0.3769,1,1,1,1.0
3468,biochar_708,Unassigned,Unassigned,Unassigned,116_0,Clustered,4,VC_116_0,4,0.6968,0.99973557,0.6966,1,1,1,1.0
3469,biochar_709,Unassigned,Unassigned,Unassigned,376_0,Clustered,2,VC_376_0,2,0.6592,0.94166128,0.6207,1,1,1,1.0
3470,biochar_71,Unassigned,Unassigned,Unassigned,588_0,Clustered,2,VC_588_0,2,0.7812,0.81445332,0.6362,1,1,1,1.0
3471,biochar_711,Unassigned,Unassigned,Unassigned,121_0,Clustered,4,VC_121_0,4,0.3382,0.9999612,0.3382,1,1,1,1.0
3472,biochar_713,Unassigned,Unassigned,Unassigned,791_0,Clustered,2,VC_791_0,2,1.0,1.0,1.0,1,1,1,1.0
3473,biochar_716,Unassigned,Unassigned,Unassigned,295_0,Clustered,9,VC_295_0,9,0.6284,1.0,0.6284,3,2,2,1.0
3474,biochar_717,Unassigned,Unassigned,Unassigned,253_0,Clustered,2,VC_253_0,2,0.4892,0.87921671,0.4302,1,1,1,1.0
3475,biochar_721,Unassigned,Unassigned,Unassigned,223_0,Clustered,3,VC_223_0,3,0.2172,0.99791623,0.2167,1,1,1,1.0
3476,biochar_722,Unassigned,Unassigned,Unassigned,713_0,Clustered,3,VC_713_0,3,1.0,1.0,1.0,1,1,1,1.0
3477,biochar_723,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
3478,biochar_724,Unassigned,Unassigned,Unassigned,84_0,Clustered,18,VC_84_0,18,0.4981,1.0,0.4981,1,1,1,0.9935
3479,biochar_725,Unassigned,Unassigned,Unassigned,123_1,Clustered,8,VC_123_1,8,0.4085,1.0,0.4085,1,1,1,1.0
3480,biochar_726,Unassigned,Unassigned,Unassigned,165_0,Clustered,11,VC_165_0,11,0.5247,1.0,0.5247,1,1,1,1.0
3481,biochar_727,Unassigned,Unassigned,Unassigned,837_0,Clustered,2,VC_837_0,2,1.0,1.0,1.0,1,1,1,1.0
3482,biochar_728,Unassigned,Unassigned,Unassigned,295_0,Clustered,9,VC_295_0,9,0.6284,1.0,0.6284,3,2,2,1.0
3483,biochar_731,Unassigned,Unassigned,Unassigned,97_0,Clustered,16,VC_97_0,16,0.545,1.0,0.545,1,1,1,1.0
3484,biochar_733,Unassigned,Unassigned,Unassigned,480_0,Clustered,2,VC_480_0,2,0.6543,0.90478487,0.592,1,1,1,1.0
3485,biochar_734,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3486,biochar_737,Unassigned,Unassigned,Unassigned,214_0,Clustered,4,VC_214_0,4,0.3835,0.9999667,0.3835,1,1,1,1.0
3487,biochar_744,Unassigned,Unassigned,Unassigned,158_0,Clustered,5,VC_158_0,5,0.4391,0.99999991,0.4391,1,1,1,1.0
3488,biochar_745,Unassigned,Unassigned,Unassigned,277_0,Clustered,3,VC_277_0,3,0.1862,0.99621371,0.1854,1,1,1,1.0
3489,biochar_746,Unassigned,Unassigned,Unassigned,756_0,Clustered,2,VC_756_0,2,1.0,1.0,1.0,1,1,1,1.0
3490,biochar_749,Unassigned,Unassigned,Unassigned,793_0,Clustered,2,VC_793_0,2,1.0,1.0,1.0,1,1,1,1.0
3491,biochar_754,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3492,biochar_756,Unassigned,Unassigned,Unassigned,123_1,Clustered,8,VC_123_1,8,0.4085,1.0,0.4085,1,1,1,1.0
3493,biochar_759,Unassigned,Unassigned,Unassigned,456_0,Clustered,6,VC_456_0,6,0.9528,0.99993866,0.9528,1,1,1,1.0
3494,biochar_760,Unassigned,Unassigned,Unassigned,702_0,Clustered,2,VC_702_0,2,0.9734,0.5,0.4867,1,1,1,1.0
3495,biochar_761,Unassigned,Unassigned,Unassigned,154_0,Clustered,13,VC_154_0,13,0.6447,1.0,0.6447,1,1,1,1.0
3496,biochar_763,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3497,biochar_764,Unassigned,Unassigned,Unassigned,699_0,Clustered,2,VC_699_0,2,0.716,0.5,0.358,1,1,1,1.0
3498,biochar_766,Unassigned,Unassigned,Unassigned,381_0,Clustered,2,VC_381_0,2,0.2222,0.93555746,0.2079,1,1,1,1.0
3499,biochar_767,Unassigned,Unassigned,Unassigned,819_0,Clustered,2,VC_819_0,2,1.0,1.0,1.0,1,1,1,1.0
3500,biochar_768,Unassigned,Unassigned,Unassigned,217_0,Clustered,3,VC_217_0,3,0.2401,0.99661062,0.2393,1,1,1,1.0
3501,biochar_769,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3502,biochar_77,Unassigned,Unassigned,Unassigned,541_0,Clustered,2,VC_541_0,2,0.7693,0.85557782,0.6582,1,1,1,1.0
3503,biochar_770,Unassigned,Unassigned,Unassigned,837_0,Clustered,2,VC_837_0,2,1.0,1.0,1.0,1,1,1,1.0
3504,biochar_771,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3505,biochar_773,Unassigned,Unassigned,Unassigned,196_0,Clustered,9,VC_196_0,9,0.5116,0.99999194,0.5116,1,1,1,1.0
3506,biochar_775,Unassigned,Unassigned,Unassigned,531_0,Clustered,2,VC_531_0,2,0.2677,0.89435023,0.2394,1,1,1,1.0
3507,biochar_776,Unassigned,Unassigned,Unassigned,355_0,Clustered,9,VC_355_0,9,0.9464,0.99999934,0.9464,1,1,1,1.0
3508,biochar_777,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
3509,biochar_782,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3510,biochar_784,Unassigned,Unassigned,Unassigned,259_0,Clustered,6,VC_259_0,6,0.3494,0.99999756,0.3494,1,1,1,1.0
3511,biochar_785,Unassigned,Unassigned,Unassigned,568_0,Clustered,3,VC_568_0,3,0.9242,0.98211496,0.9077,1,1,1,1.0
3512,biochar_789,Unassigned,Unassigned,Unassigned,214_0,Clustered,4,VC_214_0,4,0.3835,0.9999667,0.3835,1,1,1,1.0
3513,biochar_791,Unassigned,Unassigned,Unassigned,152_0,Clustered,2,VC_152_0,2,0.7677,0.5,0.3838,1,1,1,1.0
3514,biochar_792,Unassigned,Unassigned,Unassigned,409_0,Clustered,2,VC_409_0,2,0.2828,0.93846104,0.2654,1,1,1,1.0
3515,biochar_793,Unassigned,Unassigned,Unassigned,304_1,Clustered,7,VC_304_1,7,0.452,0.5660332,0.2559,1,1,1,0.8571
3516,biochar_796,Unassigned,Unassigned,Unassigned,123_1,Clustered,8,VC_123_1,8,0.4085,1.0,0.4085,1,1,1,1.0
3517,biochar_797,Unassigned,Unassigned,Unassigned,595_0,Clustered,3,VC_595_0,3,0.9305,0.92554266,0.8612,1,1,1,1.0
3518,biochar_798,Unassigned,Unassigned,Unassigned,589_0,Clustered,3,VC_589_0,3,0.8922,0.98655847,0.8802,1,1,1,1.0
3519,biochar_80,Unassigned,Unassigned,Unassigned,533_0,Clustered,2,VC_533_0,2,0.0661,0.5,0.0331,1,1,1,1.0
3520,biochar_800,Unassigned,Unassigned,Unassigned,228_0,Clustered,3,VC_228_0,3,0.2038,0.99709847,0.2032,1,1,1,1.0
3521,biochar_803,Unassigned,Unassigned,Unassigned,836_0,Clustered,2,VC_836_0,2,1.0,1.0,1.0,1,1,1,1.0
3522,biochar_805,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
3523,biochar_807,Unassigned,Unassigned,Unassigned,832_0,Clustered,2,VC_832_0,2,1.0,1.0,1.0,1,1,1,1.0
3524,biochar_809,Unassigned,Unassigned,Unassigned,126_0,Clustered,8,VC_126_0,8,0.5853,0.99999985,0.5853,1,1,1,0.9643
3525,biochar_812,Unassigned,Unassigned,Unassigned,113_0,Clustered,13,VC_113_0,13,0.6337,1.0,0.6337,1,1,1,1.0
3526,biochar_815,Unassigned,Unassigned,Unassigned,410_0,Clustered,2,VC_410_0,2,0.4196,0.92263554,0.3871,1,1,1,1.0
3527,biochar_816,Unassigned,Unassigned,Unassigned,589_0,Clustered,3,VC_589_0,3,0.8922,0.98655847,0.8802,1,1,1,1.0
3528,biochar_817,Unassigned,Unassigned,Unassigned,639_0,Clustered,2,VC_639_0,2,0.3633,0.85557782,0.3108,1,1,1,1.0
3529,biochar_820,Unassigned,Unassigned,Unassigned,153_0,Clustered,3,VC_153_0,3,0.3435,0.99743822,0.3427,1,1,1,1.0
3530,biochar_821,Unassigned,Unassigned,Unassigned,589_0,Clustered,3,VC_589_0,3,0.8922,0.98655847,0.8802,1,1,1,1.0
3531,biochar_824,Unassigned,Unassigned,Unassigned,302_0,Clustered,3,VC_302_0,3,0.3609,0.99473338,0.359,1,1,1,1.0
3532,biochar_826,Unassigned,Unassigned,Unassigned,404_0,Clustered,4,VC_404_0,4,0.5769,0.99713665,0.5753,1,1,1,1.0
3533,biochar_827,Unassigned,Unassigned,Unassigned,725_0,Clustered,3,VC_725_0,3,1.0,1.0,1.0,1,1,1,1.0
3534,biochar_828,Unassigned,Unassigned,Unassigned,434_0,Clustered,6,VC_434_0,6,0.6229,0.96600212,0.6017,1,1,1,1.0
3535,biochar_830,Unassigned,Unassigned,Unassigned,246_0,Clustered,4,VC_246_0,4,0.4236,0.99993967,0.4236,1,1,1,1.0
3536,biochar_832,Unassigned,Unassigned,Unassigned,295_0,Clustered,9,VC_295_0,9,0.6284,1.0,0.6284,3,2,2,1.0
3537,biochar_833,Unassigned,Unassigned,Unassigned,131_0,Clustered,6,VC_131_0,6,0.1905,0.98173882,0.187,2,4,2,1.0
3538,biochar_835,Unassigned,Unassigned,Unassigned,84_0,Clustered,18,VC_84_0,18,0.4981,1.0,0.4981,1,1,1,0.9935
3539,biochar_836,Unassigned,Unassigned,Unassigned,397_0,Clustered,4,VC_397_0,4,0.7413,0.99973421,0.7411,1,2,2,1.0
3540,biochar_837,Unassigned,Unassigned,Unassigned,420_0,Clustered,2,VC_420_0,2,0.188,0.93394109,0.1755,1,1,1,1.0
3541,biochar_838,Unassigned,Unassigned,Unassigned,699_0,Clustered,2,VC_699_0,2,0.716,0.5,0.358,1,1,1,1.0
3542,biochar_840,Unassigned,Unassigned,Unassigned,587_0,Clustered,3,VC_587_0,3,0.8716,0.9859071,0.8593,1,1,1,1.0
3543,biochar_844,Unassigned,Unassigned,Unassigned,587_0,Clustered,3,VC_587_0,3,0.8716,0.9859071,0.8593,1,1,1,1.0
3544,biochar_846,Unassigned,Unassigned,Unassigned,123_1,Clustered,8,VC_123_1,8,0.4085,1.0,0.4085,1,1,1,1.0
3545,biochar_847,Unassigned,Unassigned,Unassigned,492_0,Clustered,4,VC_492_0,4,0.6824,0.99857185,0.6814,1,1,1,1.0
3546,biochar_848,Unassigned,Unassigned,Unassigned,710_0,Clustered,2,VC_710_0,2,0.3364,0.72985431,0.2455,1,1,1,1.0
3547,biochar_849,Unassigned,Unassigned,Unassigned,560_0,Clustered,2,VC_560_0,2,0.6518,0.85557782,0.5577,1,1,1,1.0
3548,biochar_850,Unassigned,Unassigned,Unassigned,702_0,Clustered,2,VC_702_0,2,0.9734,0.5,0.4867,1,1,1,1.0
3549,biochar_855,Unassigned,Unassigned,Unassigned,542_0,Clustered,2,VC_542_0,2,0.2987,0.90478487,0.2703,1,1,1,1.0
3550,biochar_858,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3551,biochar_861,Unassigned,Unassigned,Unassigned,482_0,Clustered,2,VC_482_0,2,0.3399,0.91509475,0.3111,1,1,1,1.0
3552,biochar_862,Unassigned,Unassigned,Unassigned,341_0,Clustered,2,VC_341_0,2,0.3704,0.94398033,0.3496,1,1,1,1.0
3553,biochar_865,Unassigned,Unassigned,Unassigned,97_0,Clustered,16,VC_97_0,16,0.545,1.0,0.545,1,1,1,1.0
3554,biochar_866,Unassigned,Unassigned,Unassigned,303_0,Clustered,4,VC_303_0,4,0.3906,0.99411968,0.3883,1,1,1,1.0
3555,biochar_868,Unassigned,Unassigned,Unassigned,410_0,Clustered,2,VC_410_0,2,0.4196,0.92263554,0.3871,1,1,1,1.0
3556,biochar_87,Unassigned,Unassigned,Unassigned,434_0,Clustered,6,VC_434_0,6,0.6229,0.96600212,0.6017,1,1,1,1.0
3557,biochar_870,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3558,biochar_874,Unassigned,Unassigned,Unassigned,455_0,Clustered,2,VC_455_0,2,0.7334,0.93189513,0.6834,1,1,1,1.0
3559,biochar_876,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3560,biochar_877,Unassigned,Unassigned,Unassigned,84_0,Clustered,18,VC_84_0,18,0.4981,1.0,0.4981,1,1,1,0.9935
3561,biochar_878,Unassigned,Unassigned,Unassigned,719_0,Clustered,3,VC_719_0,3,1.0,1.0,1.0,1,1,1,1.0
3562,biochar_88,Unassigned,Unassigned,Unassigned,529_0,Clustered,3,VC_529_0,3,0.2326,0.64423429,0.1498,1,1,1,1.0
3563,biochar_881,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3564,biochar_882,Unassigned,Unassigned,Unassigned,543_0,Clustered,5,VC_543_0,5,0.9609,0.86635419,0.8325,1,1,1,1.0
3565,biochar_884,Unassigned,Unassigned,Unassigned,835_0,Clustered,2,VC_835_0,2,1.0,1.0,1.0,1,1,1,1.0
3566,biochar_886,Unassigned,Unassigned,Unassigned,611_0,Clustered,4,VC_611_0,4,0.8213,0.59870633,0.4917,1,1,1,1.0
3567,biochar_888,Unassigned,Unassigned,Unassigned,462_0,Clustered,4,VC_462_0,4,0.6704,0.99979666,0.6703,1,1,1,1.0
3568,biochar_890,Unassigned,Unassigned,Unassigned,222_0,Clustered,11,VC_222_0,11,0.778,1.0,0.778,1,2,2,0.9636
3569,biochar_892,Unassigned,Unassigned,Unassigned,97_0,Clustered,16,VC_97_0,16,0.545,1.0,0.545,1,1,1,1.0
3570,biochar_893,Unassigned,Unassigned,Unassigned,796_0,Clustered,2,VC_796_0,2,1.0,1.0,1.0,1,1,1,1.0
3571,biochar_896,Unassigned,Unassigned,Unassigned,706_0,Clustered,2,VC_706_0,2,0.8795,0.72985431,0.6419,1,1,1,1.0
3572,biochar_897,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3573,biochar_9,Unassigned,Unassigned,Unassigned,326_0,Clustered,2,VC_326_0,2,0.506,0.94461739,0.478,1,1,1,1.0
3574,biochar_90,Unassigned,Unassigned,Unassigned,204_0,Clustered,5,VC_204_0,5,0.3557,0.99670732,0.3545,1,1,1,1.0
3575,biochar_900,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3576,biochar_901,Unassigned,Unassigned,Unassigned,435_0,Clustered,2,VC_435_0,2,0.4859,0.93710679,0.4554,1,1,1,1.0
3577,biochar_904,Unassigned,Unassigned,Unassigned,117_0,Clustered,3,VC_117_0,3,0.3718,0.99779512,0.371,1,1,1,1.0
3578,biochar_909,Unassigned,Unassigned,Unassigned,543_0,Clustered,5,VC_543_0,5,0.9609,0.86635419,0.8325,1,1,1,1.0
3579,biochar_913,Unassigned,Unassigned,Unassigned,693_0,Clustered,2,VC_693_0,2,0.9304,0.5,0.4652,1,1,1,1.0
3580,biochar_915,Unassigned,Unassigned,Unassigned,379_0,Clustered,4,VC_379_0,4,0.6323,0.99981922,0.6322,1,1,1,1.0
3581,biochar_918,Unassigned,Unassigned,Unassigned,499_0,Clustered,4,VC_499_0,4,0.7547,0.99969017,0.7545,1,1,1,1.0
3582,biochar_919,Unassigned,Unassigned,Unassigned,646_0,Clustered,3,VC_646_0,3,0.9806,0.81445332,0.7987,1,1,1,1.0
3583,biochar_92,Unassigned,Unassigned,Unassigned,325_0,Clustered,2,VC_325_0,2,0.5943,0.91237788,0.5422,1,1,1,1.0
3584,biochar_920,Unassigned,Unassigned,Unassigned,482_0,Clustered,2,VC_482_0,2,0.3399,0.91509475,0.3111,1,1,1,1.0
3585,biochar_921,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
3586,biochar_924,Unassigned,Unassigned,Unassigned,631_0,Clustered,2,VC_631_0,2,0.8383,0.81445332,0.6828,1,1,1,1.0
3587,biochar_926,Unassigned,Unassigned,Unassigned,324_0,Clustered,3,VC_324_0,3,0.3973,0.95168002,0.3781,1,1,1,1.0
3588,biochar_929,Unassigned,Unassigned,Unassigned,117_0,Clustered,3,VC_117_0,3,0.3718,0.99779512,0.371,1,1,1,1.0
3589,biochar_936,Unassigned,Unassigned,Unassigned,543_0,Clustered,5,VC_543_0,5,0.9609,0.86635419,0.8325,1,1,1,1.0
3590,biochar_937,Unassigned,Unassigned,Unassigned,155_0,Clustered,11,VC_155_0,11,0.5166,1.0,0.5166,1,1,1,1.0
3591,biochar_95,Unassigned,Unassigned,Unassigned,531_0,Clustered,2,VC_531_0,2,0.2677,0.89435023,0.2394,1,1,1,1.0
3592,biochar_953,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3593,biochar_957,Unassigned,Unassigned,Unassigned,757_0,Clustered,2,VC_757_0,2,1.0,1.0,1.0,1,1,1,1.0
3594,biochar_96,Unassigned,Unassigned,Unassigned,304_1,Clustered,7,VC_304_1,7,0.452,0.5660332,0.2559,1,1,1,0.8571
3595,biochar_964,Unassigned,Unassigned,Unassigned,499_0,Clustered,4,VC_499_0,4,0.7547,0.99969017,0.7545,1,1,1,1.0
3596,biochar_965,Unassigned,Unassigned,Unassigned,62_0,Clustered,3,VC_62_0,3,0.2356,0.99834606,0.2353,1,2,2,1.0
3597,biochar_967,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3598,biochar_968,Unassigned,Unassigned,Unassigned,706_0,Clustered,2,VC_706_0,2,0.8795,0.72985431,0.6419,1,1,1,1.0
3599,biochar_969,Unassigned,Unassigned,Unassigned,79_0,Clustered,20,VC_79_0,20,0.4909,1.0,0.4909,1,2,2,1.0
3600,biochar_97,Unassigned,Unassigned,Unassigned,642_0,Clustered,3,VC_642_0,3,0.758,0.80676188,0.6115,1,1,1,1.0
3601,biochar_971,Unassigned,Unassigned,Unassigned,544_0,Clustered,4,VC_544_0,4,0.8608,0.98480859,0.8478,1,1,1,1.0
3602,biochar_973,Unassigned,Unassigned,Unassigned,666_0,Clustered,2,VC_666_0,2,0.5252,0.85557782,0.4494,1,1,1,1.0
3603,biochar_974,Unassigned,Unassigned,Unassigned,222_0,Clustered,11,VC_222_0,11,0.778,1.0,0.778,1,2,2,0.9636
3604,biochar_98,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
3605,biochar_981,Unassigned,Unassigned,Unassigned,561_0,Clustered,2,VC_561_0,2,0.8096,0.87921671,0.7118,1,1,1,1.0
3606,biochar_984,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
3607,biochar_99,Unassigned,Unassigned,Unassigned,166_0,Clustered,5,VC_166_0,5,0.31,0.99999987,0.31,1,1,1,0.9
3608,biochar_991,Unassigned,Unassigned,Unassigned,295_0,Clustered,9,VC_295_0,9,0.6284,1.0,0.6284,3,2,2,1.0
3609,biochar_994,Unassigned,Unassigned,Unassigned,499_0,Clustered,4,VC_499_0,4,0.7547,0.99969017,0.7545,1,1,1,1.0
3610,biochar_995,Unassigned,Unassigned,Unassigned,200_0,Clustered,18,VC_200_0,18,0.8339,1.0,0.8339,1,1,1,1.0
3611,biochar_996,Unassigned,Unassigned,Unassigned,543_0,Clustered,5,VC_543_0,5,0.9609,0.86635419,0.8325,1,1,1,1.0
3612,biochar_999,Unassigned,Unassigned,Unassigned,189_0,Clustered,11,VC_189_0,11,0.7022,1.0,0.7022,1,1,1,1.0
3613,uncultured~phage~WW-nAnB,Unassigned,Inoviridae,Unassigned,684_0,Clustered,3,VC_684_0,3,1.0,0.0,0.0,1,1,1,1.0
0,Acholeplasma~phage~MV-L1,Unassigned,Inoviridae,Plectrovirus,,Singleton,,,,,,,,,,
1,Acholeplasma~virus~L2,Unassigned,Plasmaviridae,Plasmavirus,,Singleton,,,,,,,,,,
6,Achromobacter~phage~phiAxp-1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
7,Achromobacter~phage~phiAxp-2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
12,Acidianus~filamentous~virus~1,Ligamenvirales,Lipothrixviridae,Gammalipothrixvirus,,Outlier,,,,,,,,,,
13,Acidianus~filamentous~virus~2,Ligamenvirales,Lipothrixviridae,Deltalipothrixvirus,,Outlier,,,,,,,,,,
19,Acidianus~rod-shaped~virus~1,Ligamenvirales,Rudiviridae,Rudivirus,,Outlier,,,,,,,,,,
20,Acidianus~rod-shaped~virus~2,Ligamenvirales,Rudiviridae,Unassigned,,Outlier,,,,,,,,,,
22,Acidianus~tailed~spindle~virus,Unassigned,Bicaudaviridae,Unassigned,,Outlier,,,,,,,,,,
23,Acidianus~two-tailed~virus,Unassigned,Bicaudaviridae,Bicaudavirus,,Outlier,,,,,,,,,,
26,Acinetobacter~phage~AP205,Unassigned,Leviviridae,Unassigned,,Outlier,,,,,,,,,,
28,Acinetobacter~phage~Ac42,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
29,Acinetobacter~phage~Acj61,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
30,Acinetobacter~phage~Acj9,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
33,Acinetobacter~phage~IME_AB3,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
36,Acinetobacter~phage~Presley,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
39,Acinetobacter~phage~YMC13/03/R2096,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
40,Acinetobacter~phage~ZZ1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
43,Acinetobacter~phage~phiAC-1,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
51,Acinetobacter~virus~133,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
62,Aeromonas~phage~vB_AsaM-56,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
69,Aeropyrum~pernix~ovoid~virus~1,Unassigned,Guttaviridae,Betaguttavirus,,Singleton,,,,,,,,,,
70,Aeropyrum~pernix~spindle-shaped~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
73,Alteromonas~phage~vB_AmaP_AD45-P1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
74,Anabaena~phage~A-4L,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
81,Arthrobacter~phage~vB_ArS-ArV2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
83,Aurantimonas~phage~AmM-1,Caudovirales,Unassigned,Unassigned,,Outlier,,,,,,,,,,
85,Bacillus~phage~0305phi8-36,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
90,Bacillus~phage~BCD7,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
91,Bacillus~phage~BCJA1c,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
94,Bacillus~phage~BM5,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
132,Bacillus~phage~PBC1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
133,Bacillus~phage~PM1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
138,Bacillus~phage~PfEFR-5,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
143,Bacillus~phage~SP-10,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
146,Bacillus~phage~SPG24,Caudovirales,Myoviridae,Nit1virus,,Outlier,,,,,,,,,,
166,Bacillus~phage~phBC6A51,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
167,Bacillus~phage~phBC6A52,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
169,Bacillus~phage~phi105,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
170,Bacillus~phage~phi4B1,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
177,Bacillus~phage~vB_BhaS-171,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
207,Brevibacillus~phage~Jenst,Caudovirales,Siphoviridae,Jenstvirus,,Outlier,,,,,,,,,,
211,Brochothrix~phage~A9,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
212,Brochothrix~phage~BL3,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
213,Brochothrix~phage~NF5,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
217,Burkholderia~phage~AH2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
218,Burkholderia~phage~Bcep176,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
220,Burkholderia~phage~BcepGomr,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
221,Burkholderia~phage~BcepNazgul,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
225,Burkholderia~phage~KS10,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
228,Burkholderia~phage~KS9,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
234,Burkholderia~virus~BcepC6B,Caudovirales,Podoviridae,Bpp1virus,,Outlier,,,,,,,,,,
235,Burkholderia~virus~BcepF1,Caudovirales,Myoviridae,Pbunavirus,,Outlier,,,,,,,,,,
256,Caulobacter~phage~Cr30,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
258,Caulobacter~phage~phiCb5,Unassigned,Leviviridae,Unassigned,,Outlier,,,,,,,,,,
270,Cellulophaga~phage~phi14:2,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
277,Cellulophaga~phage~phi38:1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
281,Cellulophaga~phage~phi48:2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
